favourites,followers,friends,likes,lists,retweets,statuses
2,89,212,0,25,0,4918
13506,4123,1323,4,58,1,103172
604,154,149,16,0,0,202
308,1165,1176,0,174,0,22500
29109,744,191,6,8,4,36315
11585,1549,128,0,18,0,7837
912,896,1072,0,174,0,24417
10,11859,2,1,370,0,77442
90,602,1805,0,79,0,24448
789,568,494,0,0,0,19919
0,225,60,0,133,0,87846
317,912,962,0,132,0,21047
346,82,96,0,4,0,1591
2,403,1269,0,44,0,12646
5480,347,514,0,0,0,6100
17149,522,289,1,9,0,19252
25178,1528,487,6,8,0,5567
1125,869,890,0,155,0,28112
944,856,1857,1,1,2,2444
91729,1660,109,2,57,0,124990
3592,128,202,1,1,0,2064
5243,2156,2082,3,327,2,9611
250,1412,1361,0,173,0,22422
56349,194,346,2,3,0,117930
0,521,229,0,280,0,324316
0,103,54,0,169,0,17740
810,9078,6910,0,1290,0,343203
6032,178,152,3,1,0,9894
12417,1200,143,4,41,0,6886
2397,11076,5412,0,584,0,62025
3,115,100,0,2,0,979
31,173,996,1,0,0,7
100649,416,370,5,43,2,94507
1087,680,1011,4,1,2,7283
304,942,1397,0,98,0,6989
1405,276,177,8,0,0,1504
13267,13309,9101,0,489,2,234204
325,1212,1227,0,175,0,22516
1512,55,44,0,0,0,12405
715,187,152,0,1,0,1570
204,9547,8510,0,359,0,32184
13632,152,289,0,5,0,11166
1726,9948,171,0,1135,0,92860
1380,1304,387,4,3,4,59054
137829,4936,3133,3,108,2,132537
310,1203,1232,0,184,0,22523
0,10846,7300,0,4,1,28974
77,733,670,0,137,0,17309
10159,1188,992,3,12,0,37185
582,2292,2057,0,262,0,8341
25324,1130,1470,0,63,0,20012
4623,436,223,8,13,0,2032
810,9078,6910,1,1290,0,343203
325,1212,1227,0,175,0,22516
0,10846,7300,0,4,0,28974
1125,869,890,0,155,0,28112
11,8,98,54,0,63,365
1028,1263,1328,0,146,0,21309
1454,5016,4986,0,645,0,65963
2995,626,330,0,9,0,33826
466,3437,2719,0,468,0,14904
50961,2021,94,15,83,0,126765
2742,3772,934,11,152,3,7163
1009,2388,3017,0,385,0,313623
3902,434,192,0,20,0,134265
6319,485,673,0,89,0,5634
5295,287,261,1,3,0,3518
810,9078,6910,0,1290,0,343203
0,43,58,2,6,0,31968
3229,1586,1546,0,182,0,29641
810,9078,6910,0,1290,0,343203
37220,1070,74,3,17,0,24554
4206,240,289,0,2,0,5367
431,231,424,0,36,0,2272
72365,3752,1323,1,54,1,77462
2441,497,70,0,5,0,9000
1589,2150,1161,0,28,0,4851
28,17,2,0,9,0,6653
2,89,212,0,25,0,4918
364,57,50,0,0,0,496
1762,249,164,0,4,0,15396
47795,133,119,2,5,0,83994
91,3588,2433,0,138,0,174268
81,46,110,1,1,0,267
0,43,58,2,6,0,31968
1028,1263,1328,0,146,0,21309
6816,1714,2798,1,63,0,21542
18909,630,215,0,11,0,51124
10647,362,245,0,3,0,10402
79600,3770,2228,1,257,0,196251
91,3588,2433,0,138,0,174268
0,3,0,0,2,0,3099
11067,1501,1934,4,68,2,28783
0,8,8,0,7,0,8160
21368,225,276,3,6,0,35493
3900,669,382,5,8,0,9409
1836,19,131,0,0,0,1048
42025,5648,952,3,168,0,15499
242,672,590,0,228,0,129159
1320,692,233,0,14,0,12556
887,107,81,10,12,1,2212
810,9078,6910,0,1290,0,343203
1009,2388,3017,0,385,0,313622
1,583,492,0,21,0,281961
91,3588,2433,0,138,0,174268
6519,8397,4861,0,156,0,154639
6236,245,362,1,2,0,10543
1326,1473,2597,2,1,0,15815
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,0,343203
204,9547,8510,0,359,0,32184
9577,30,48,1,2,0,2768
3,1209,2,0,2700,0,313517
8616,304,311,1,0,0,7707
976,913,1065,0,165,0,24181
12142,583,762,2,4,0,15761
1237,10566,710,0,99,0,12251
3731,375,546,1,47,0,4849
28,6328,6843,0,144,1,15135
308,1165,1176,0,174,0,22500
20838,2910,66,1,75,0,97705
2131,1295,92,4,12,0,5100
810,9078,6910,0,1290,0,343203
106,99,14,1,2,1,274
26874,5887,5644,0,776,0,119973
1,30,109,0,21,0,17286
810,9078,6910,0,1290,0,343203
90,602,1805,0,79,0,24448
21500,845,1340,3,9,0,7640
22313,819,765,0,9,0,49342
6643,128,347,1,4,0,12343
4,79,1,0,26,0,113099
33671,106,85,0,4,0,359
854,901,1116,0,163,0,24558
3709,2073,986,2,33,2,35700
2001,624,411,2,11,6,34941
49651,4191,186,146,139,31,50301
19374,18278,18235,0,2335,0,112562
2751,5262,3719,0,349,0,42596
1343,5419,2598,0,170,0,230406
810,9078,6910,0,1290,0,343203
4091,5422,5967,0,232,0,11995
879,627,1152,0,0,0,4930
1746,10344,1410,1,836,1,802807
810,9078,6910,0,1290,0,343203
1125,869,890,1,155,0,28112
308,1594,4996,1,21,2,5489
1009,2388,3017,0,385,0,313607
6478,646,86,0,5,0,21154
475,642,659,1,55,2,1340
810,9078,6910,0,1290,0,343203
255,1205,604,0,14,1,8330
810,9078,6910,0,1290,0,343203
0,252,193,3,2,2,9971
1125,869,890,0,155,0,28112
1,30,109,0,21,0,17286
832,847,1024,0,157,0,24135
1,499,60,0,321,0,208526
1,836,982,0,3,0,12276
40967,3582,167,2,74,1,76648
875,196,360,1,3,0,7094
188,162,275,1,4,0,2645
74,506,543,0,22,0,36750
11994,4043,2501,3,321,0,151804
3141,2562,2975,0,425,0,6444
242,672,590,0,228,0,129173
1524,364,380,11,0,0,1289
33022,216,443,15,21,5,16524
43468,3972,3489,2,112,0,178817
33510,418,486,3,63,0,38807
0,63,613,0,29,0,1524
8146,332,444,6,0,3,1509
715,1638,2536,1,180,0,53419
8,10,62,0,1,0,21
431,231,424,0,36,0,2272
64639,2522,269,2,54,0,103312
1343,5419,2598,0,170,0,230406
37220,1070,74,5,17,0,24554
465,552,188,0,6,0,66351
0,48,590,0,27,0,1514
25377,233,261,6,2,0,17908
227,4020,4759,0,3,0,1459
431,231,424,0,36,0,2272
19,779,771,0,3,0,2984
438,486,311,1,2,0,1685
6696,2001,666,1,1,0,7746
0,103,54,0,169,0,17740
7236,1002,886,2,6,0,15631
3714,98,215,1,3,0,3956
18227,1548,1456,17,49,4,13610
19,779,771,0,3,0,2984
912,896,1072,1,174,0,24417
171316,172,182,1,14,0,68088
91,3588,2433,0,138,0,174268
514,21074,1465,1,49,0,5368
3270,4393,3388,0,6,0,16821
7160,2407,669,0,52,0,77101
2309,1855,1972,0,194,0,37426
452,822,602,0,162,0,10817
1229,1709,2087,0,87,0,25458
993,945,937,0,155,0,26061
9526,1921,1913,1,289,1,13606
37220,1070,74,3,17,0,24554
5371,192,289,1,14,0,7066
4935,470,442,4,1,1,4600
237,316,178,0,5,0,6568
888,880,851,0,194,0,27531
8129,240,140,1,16,0,4139
91,3588,2433,0,138,0,174268
0,103,54,0,169,0,17740
53278,405,179,0,5,0,35209
4287,83,68,0,0,0,9985
250,925,952,0,155,0,22185
865,990,974,0,193,0,27491
810,9078,6910,1,1290,1,343203
546,111,150,1,4,0,500
91,3588,2433,1,138,0,174268
250,925,952,0,155,0,22185
865,990,974,0,193,0,27491
59,3844,54,0,127,0,22757
810,9078,6910,1,1290,0,343203
25732,172,219,1,5,0,15119
97443,1471,894,3,254,0,101991
1023,2192,557,0,287,0,15962
386,28,60,0,6,0,1348
1,836,982,0,3,0,12276
1976,31,36,3,0,0,2482
68522,277,259,8,20,0,58392
90,602,1805,0,79,0,24448
0,1115,0,0,30,0,54591
74,506,543,0,22,0,36755
35479,787,206,2,20,0,75550
12754,114,130,6,10,0,22663
8369,992,506,1,4,0,34066
632,340,934,0,4,0,548
810,9078,6910,0,1290,0,343203
3937,601,716,2,1,0,5264
327,1161,1210,0,170,0,22586
854,900,1116,0,163,0,24558
1,583,492,0,21,0,281961
0,2369,2608,0,48,0,12950
91,3588,2433,0,138,0,174268
25466,405,206,2,4,0,64140
31452,1368,478,4,11,4,52064
15745,2738,763,3,12,2,69468
12255,953,200,0,35,0,139031
2487,533,81,2,17,1,28726
56161,1623,343,1,11,0,111515
10,960,169,0,2234,0,510077
0,1,1,0,0,0,4
18230,778,650,3,25,0,69377
308,1165,1176,0,174,0,22500
0,450,1321,0,55,0,103058
1467,5218,4606,0,243,0,8500
12417,1200,143,5,41,0,6886
40184,295,183,2,9,0,15518
0,315,2323,0,18,0,538
0,1461,2756,0,2,0,20570
26523,1326,302,5,18,0,36730
17,278,257,0,3,0,2526
91,3588,2433,0,138,0,174268
35,95,245,0,10,0,1209
127786,3841,244,20,43,1,66610
917,44,451,0,0,0,4923
12186,62,131,3,1,1,18325
13267,13309,9101,1,489,3,234204
3229,1586,1546,0,182,0,29641
717,1362,74,1,94,1,95405
1,836,982,0,3,0,12276
26294,862,457,1,41,0,95058
13411,574,258,5,5,2,14596
1,140,93,0,270,0,50411
6519,8397,4861,0,156,0,154639
6519,8397,4861,0,156,0,154639
25425,300,180,13,4,0,25872
269,154,211,1,0,0,339
1,836,982,0,3,0,12276
810,9078,6910,0,1290,0,343203
10963,200,100,0,2,1,8464
40674,1637,1125,1,23,0,17533
1500,61,130,0,1,0,1011
810,9078,6910,0,1290,0,343203
29389,263,186,1,15,0,29289
129,10686,321,0,100,0,110218
46009,763,517,1,27,0,23944
308,1594,4996,2,21,1,5489
308,1165,1176,0,174,0,22500
223,2043,1451,0,20,0,102043
4690,413,352,1,1,1,4736
3,423,2855,0,13,0,2330
810,9078,6910,0,1290,0,343203
25,125,122,0,3,0,2387
2,89,212,0,25,0,4918
3,115,100,0,2,0,979
1,140,93,0,270,0,50411
810,9078,6910,0,1290,0,343203
481,333,525,0,21,0,6621
1081,514,579,5,5,0,1053
20378,1346,2302,0,16,0,60041
0,1115,0,0,30,0,54591
0,131,48,0,34,0,252043
1543,277,217,0,0,0,11199
17792,1164,291,0,3,0,16478
4548,110,67,0,0,0,2196
1311,1368,1465,2,77,0,423
4934,291,959,0,10,0,1795
74,506,543,0,22,0,36750
810,9078,6910,0,1290,0,343203
3878,59,166,0,3,0,1717
810,9074,6908,0,1290,1,343168
11989,11234,84,1,42,1,118883
869,1030,1048,0,194,0,27977
8647,293,326,1,5,0,7752
1208,65,397,0,3,0,1639
810,9078,6910,0,1290,0,343203
1062,496,371,1,2,0,6157
4016,14704,10398,0,935,0,88625
188,162,275,1,4,0,2646
810,9078,6910,1,1290,3,343203
810,9078,6910,0,1290,1,343203
1,836,982,0,3,0,12276
0,225,60,0,133,0,87846
0,2751,2078,0,88,0,17324
9474,129,220,0,5,0,5907
1,836,982,0,3,0,12276
18816,319,273,3,29,0,64031
13633,478,395,0,37,0,45262
1511,1894,648,1,170,0,42313
4016,14704,10398,0,935,2,88625
17249,597,204,3,0,0,14093
912,896,1072,0,174,0,24417
64428,4441,198,0,118,0,122650
91,3588,2433,0,138,0,174268
43743,214,206,1,3,0,13875
308,1594,4996,1,21,1,5489
30228,1917,512,1,92,0,166402
4,79,1,0,26,0,113099
0,315,2323,0,18,0,538
0,103,54,0,169,0,17740
14,132,52,0,39,0,38115
959,6369,6993,0,372,0,229106
12668,1358,664,0,13,0,21374
7894,734,147,17,1,0,2542
713,825,1191,0,101,0,7132
1009,2388,3017,0,385,0,313623
810,9078,6910,0,1290,0,343203
3198,218,239,0,5,0,19262
3063,3833,3279,4,206,2,8296
314,392,401,6,5,0,2783
16476,587,376,2,1,1,14534
10560,177,123,1,9,0,22523
810,9078,6910,0,1290,0,343203
951,424,334,0,7,0,65438
32409,2217,945,2,19,0,52435
64428,4441,198,0,118,0,122650
4492,629,1011,5,2,1,4363
19384,1661,1241,0,9,0,90748
810,9078,6910,0,1290,0,343203
54,12244,22,105,128,101,688
10425,3811,811,9,4,9,13938
1,140,93,0,270,0,50411
526,213,107,1,3,0,6198
21049,1625,2601,2,32,0,24421
11931,1235,137,1,25,0,69090
2782,481,424,1,2,0,2975
0,10846,7300,0,4,0,28974
405,570,421,0,2,0,6034
224,11,57,0,1,0,1336
97443,1471,894,6,254,0,101991
602,213,226,2,8,0,4380
1139,909,928,0,157,0,26969
0,87,763,0,26,0,1524
6519,8397,4861,0,156,0,154639
810,9078,6910,0,1290,0,343203
0,103,54,1,169,0,17740
13654,8289,94,29,58,5,13559
45927,3297,3975,0,175,0,36317
0,10846,7300,0,4,0,28974
9562,54,50,2,5,0,64091
974,195,439,0,0,0,3215
10977,252,586,0,7,0,2523
6,322,294,0,117,0,136491
268,117,109,3,1,2,772
1311,1368,1465,1,77,0,423
10255,556,488,2,3,1,4080
3294,886,1560,1,9,1,11977
7435,431,183,0,30,0,8718
190,149,118,1,0,0,162
875,196,360,0,3,0,7094
1911,763,335,1,0,0,16010
1984,383,454,5,1,0,2194
810,9078,6910,1,1290,0,343203
46357,2310,4995,3,6,0,17819
1206,914,882,0,168,0,28579
4942,180,130,3,6,0,2042
810,9078,6910,0,1290,0,343203
16,336,1912,0,6,0,10741
23683,591,374,2,20,1,42379
17,1475,12,0,486,0,382573
455,12901,13522,0,834,0,27050
57327,189,224,3,19,1,55733
1206,914,882,0,168,0,28572
980,739,906,1,3,0,1084
8804,338,116,0,0,0,4736
327,1161,1210,0,170,0,22586
8239,1943,501,30,22,0,39320
12649,390,303,1,5,0,26000
8489,859,673,0,66,4,18315
46262,2713,267,0,28,0,198317
38655,8074,221,3,166,1,115675
2292,305,130,0,4,0,12177
223,2043,1451,0,20,0,102043
21725,779,715,3,5,1,19867
11597,4912,3880,0,208,0,99884
19125,1690,193,0,38,0,44336
11726,9924,356,1,133,0,194790
431,231,424,1,36,0,2272
2176,403,322,1,1,0,9913
33,74,78,0,10,0,538
17761,1115,1152,1,30,0,25835
810,9074,6908,0,1290,0,343168
110,9840,260,0,72,0,13403
869,1030,1048,0,194,0,27977
30070,155,500,1,13,0,39831
4016,14704,10398,3,935,5,88625
1,836,982,0,3,0,12276
223,2043,1451,0,20,0,102043
12698,67,145,0,4,0,8346
94866,313,296,18,6,3,14238
3,115,100,0,2,0,979
0,1258,150,0,628,0,1237993
8765,148,137,1,3,0,11364
976,913,1065,0,165,0,24181
810,9078,6910,0,1290,0,343203
48,502,261,0,3,0,13988
810,9078,6910,0,1290,0,343203
2286,16965,2877,1,88,0,12409
16,8,10,0,0,0,424
9877,623,586,10,8,4,10584
3304,4855,5318,0,106,0,58825
810,9078,6910,0,1290,0,343203
6081,838,1205,0,52,0,1015
30295,514,569,3,3,0,33179
42,20989,21491,0,284,0,18180
13267,13309,9101,0,489,3,234204
15383,1437,245,3,56,0,42422
587,530,198,1,0,0,1664
981,895,1060,0,159,0,24568
23,171,669,0,5,0,2945
204,9547,8515,0,368,0,32184
509,158,167,1,5,0,609
0,521,229,0,280,0,324316
976,913,1065,0,165,0,24181
1460,4977,3098,0,648,2,95332
10,960,169,0,2234,1,510077
810,9078,6910,0,1290,0,343203
13862,1728,650,41,34,29,67885
87123,3789,388,4,77,2,125894
1372,1992,1997,0,195,0,33064
12690,4675,289,1,51,1,34165
94,332,228,0,12,0,218
21385,708,973,2,1,0,14223
1589,2150,1161,0,28,0,4851
3141,2562,2975,1,425,0,6444
46082,1594,2387,1,95,0,54574
5716,881,253,0,79,0,4799
20798,120,86,1,7,1,5483
8129,240,140,9,16,3,4139
10,960,169,0,2234,0,510077
2276,224,529,2,1,0,2079
74,506,543,0,22,0,36751
17,278,257,0,3,0,2526
0,0,21,0,0,0,1
2521,355,204,5,12,0,28919
7226,182,251,20,12,2,5152
10963,200,100,13,2,1,8464
35367,1910,370,7,12,5,15783
865,990,974,0,193,0,27491
91,3588,2433,1,138,0,174268
5280,326,310,9,1,2,16050
43623,4130,3268,5,119,1,62056
45506,3683,3116,5,20,3,33015
469,1119,1001,0,117,0,2098
2686,387,554,0,16,0,5971
310,307,160,0,0,0,1029
1,140,93,0,270,0,50411
810,9078,6910,0,1290,0,343203
223,2043,1451,0,20,0,102043
6519,8397,4861,0,156,0,154639
59,3844,54,0,127,0,22757
392,4920,530,0,23,0,1598
503,371,499,0,49,0,4433
5222,3483,180,9,56,3,123454
1710,199,578,0,0,0,4478
580,188,124,0,0,0,1779
1189,808,892,0,174,0,35983
114,18,91,0,1,0,215
1589,2150,1161,1,28,0,4851
223,2043,1451,0,20,0,102043
770,288,302,10,0,0,999
1884,324,283,2,3,1,4328
7,623,1431,0,17,0,375964
4658,38,100,0,4,0,10459
1008,659,165,8,18,7,6573
13024,380,264,3,4,1,16742
13267,13309,9101,0,489,0,234204
856,858,1040,0,182,0,24295
2,89,212,0,25,0,4918
431,231,424,0,36,0,2272
13267,13309,9101,0,489,0,234204
17,1475,12,0,486,0,382573
318,1005,1045,0,180,0,22394
49386,2596,5036,1,224,0,71030
715,1639,2536,6,180,1,53419
242,673,590,0,228,0,129189
832,847,1024,0,157,0,24135
13267,13309,9101,0,489,0,234204
7290,523,317,2,0,0,4435
1343,5419,2598,0,170,0,230406
14533,102,236,3,10,0,11097
34852,362,193,9,20,3,15717
253,5929,2657,1,40,0,197778
9,8,54,0,1,0,29
6319,485,673,0,89,0,5634
18879,2224,306,19,61,7,49660
79,1,11,0,0,0,503
10050,13695,65,2,584,0,77707
204,9547,8510,0,359,0,32184
1589,2150,1161,0,28,0,4851
59462,962,844,18,26,0,33195
4122,510,1112,0,7,0,9139
204,9547,8510,0,359,0,32184
370,59,12,21,1,14,1538
250,925,952,0,155,0,22185
14310,534,258,1,7,0,65633
108549,842,358,0,23,0,72522
11585,1549,128,1,18,0,7837
2090,157,48,9,5,5,3707
436,2094,1483,0,237,0,15639
810,9078,6910,0,1290,0,343203
91,3588,2433,0,138,0,174268
4,79,1,0,26,0,113099
238,81,74,7,0,0,78
0,2369,2608,1,48,0,12950
810,9078,6910,0,1290,0,343203
5243,2156,2082,3,327,2,9611
810,9078,6910,1,1290,0,343203
4885,1055,768,0,117,0,80455
2,89,212,0,25,0,4918
0,0,0,0,0,0,850
23972,198,135,36,10,7,42013
810,9074,6908,0,1290,0,343168
1,836,982,0,3,0,12276
1589,2150,1161,1,28,3,4851
495,9780,10089,2,87,2,12330
37555,191,182,2,7,0,10546
306,24,92,0,1,0,644
114,57,60,0,1,0,51
810,9078,6910,0,1290,0,343203
4,162,20,0,77,0,33261
44738,4351,91,1,51,0,107685
431,231,424,0,36,0,2272
401,537,152,2,13,0,23157
2110,244,241,0,1,0,15993
981,895,1060,0,159,0,24568
1556,3370,137,0,91,0,3341
2,89,212,0,25,0,4918
715,1638,2536,2,180,0,53419
168,1496,56,0,0,0,485
1,30,109,0,21,0,17286
3313,210,239,0,0,0,1144
24979,347,229,6,22,0,96274
46357,2310,4995,5,6,2,17819
4,2,18,0,0,0,10
810,9078,6910,0,1290,0,343203
0,57,38,1,143,0,82451
0,22,142,0,21,0,1492
853,923,1088,0,181,0,24672
8827,13348,13581,0,286,0,34709
1906,93,82,0,2,0,29955
112666,637,356,5,15,0,134853
2678,945,493,0,3827,0,206048
4492,629,1011,1,2,1,4363
2166,730,247,2,28,1,2714
6,322,294,0,117,0,136491
15071,703,594,0,19,0,46491
1884,324,283,0,3,1,4328
4731,511,560,1,22,0,101545
0,68,820,0,19,0,1520
3,88,63,0,26,0,6210
853,923,1088,0,181,0,24672
1391,509,289,1,4,0,8341
204,9547,8510,0,359,0,32184
0,717,2,2,7,1,213
0,110,47,0,8,0,52954
810,9078,6910,0,1290,0,343203
7351,238,113,2,4,0,28209
26874,5887,5644,0,776,0,119973
13661,2735,3096,7,154,4,20055
314,392,401,7,5,3,2783
0,2751,2078,0,88,0,17324
5204,6671,4528,16,281,7,44702
22429,258,332,0,30,0,34468
8537,7396,839,9,172,3,7066
53616,1842,640,5,128,1,174832
7022,55,153,1,10,0,35528
1,16,97,0,3,0,744
36289,9567,556,1,110,0,59908
810,9078,6910,3,1290,1,343203
36669,6101,251,3,133,0,20939
23258,3244,3168,2,133,1,104320
810,9078,6910,0,1290,0,343203
7099,400,251,2,8,0,12342
854,900,1116,0,163,0,24558
1589,2150,1161,0,28,0,4851
912,896,1072,0,174,0,24417
6,155,244,0,26,0,20931
14,753,88,3,76,9,7667
2,89,212,0,25,0,4918
2245,276,479,3,4,0,1593
1,836,982,0,3,0,12276
3229,1586,1546,0,182,0,29641
6,155,244,0,26,0,20931
0,57,38,0,143,0,82451
74,506,543,0,22,0,36750
1009,2388,3017,0,385,0,313615
204,9547,8510,0,359,0,32184
141001,2831,669,4,60,1,110760
0,103,54,0,169,0,17740
7022,5183,272,46,65,25,56240
0,103,54,0,169,0,17740
318,1005,1045,0,182,0,22394
134,96,118,0,1,0,204
79731,1501,758,19,50,0,75752
34,17,69,0,0,0,17
54615,1690,1433,0,170,0,39128
0,2369,2608,0,48,0,12950
8240,677,896,16,0,1,5733
16488,1669,140,1,67,0,17954
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,0,343203
724,734,324,0,307,0,106815
41,1899,1975,0,367,0,17396
976,913,1065,0,165,0,24181
2678,945,493,0,3827,0,206048
810,9078,6910,0,1290,0,343203
1613,227,295,7,0,3,1928
11335,508,191,23,13,0,28987
183495,783,201,1,133,0,115839
134202,6112,247,5,71,0,129990
7577,84,309,1,2,1,5898
810,9078,6910,0,1290,0,343203
43623,4130,3268,6,119,0,62056
2089,61,56,1,5,0,2265
810,9078,6910,0,1290,0,343203
7674,433,274,0,6,0,13820
7,623,1431,0,17,0,375964
26751,359,250,4,1,0,13161
4476,14769,8379,1,904,1,18219
1948,145,105,8,0,0,503
912,896,1072,0,174,0,24417
810,9078,6910,1,1290,1,343203
28442,5284,395,7,47,5,42802
0,6,3,0,6,0,213
1125,50,155,0,2,1,3515
12697,396,245,0,9,0,17826
810,9078,6910,0,1290,0,343203
0,8386,5986,1,628,0,285190
1805,68,358,0,3,0,2856
3187,120,56,1,1,0,10838
6313,786,317,12,13,2,17173
37220,1070,74,3,17,1,24554
115,99,137,0,0,0,299
10510,317,155,5,8,0,18579
3182,134,469,0,10,0,1760
1155,128,98,1,4,1,1544
810,9078,6910,0,1290,0,343203
57327,189,224,0,19,0,55733
103,71,86,0,7,0,6458
469,934,402,0,344,0,32952
582,2292,2057,0,262,0,8341
641,171,189,0,0,0,423
1009,2388,3017,0,385,0,313625
888,880,851,0,194,0,27533
810,9078,6910,0,1290,0,343203
1237,10566,710,1,99,0,12251
325,46,142,8,0,1,280
8752,451,55,1,12,0,6930
0,103,54,0,169,0,17740
18,83,186,0,0,1,71
16,215,112,0,0,0,343
5222,3483,180,0,56,0,123454
1,737,642,0,1119,0,4625
305,729,523,0,2,0,62895
11585,1549,128,1,18,0,7837
23939,204,248,2,7,0,15176
810,9078,6910,1,1290,0,343203
7577,84,309,1,2,0,5898
4821,2296,125,0,28,1,17286
405,41,45,5,1,2,806
5451,741,583,1,1,1,9533
35999,674,391,6,16,0,12558
6643,128,347,2,4,0,12343
788,284,162,0,1,0,19148
2338,580,620,3,3,1,1008
123,758,291,1,31,1,1934
4,162,20,0,77,0,33261
707,37,144,0,0,0,8
1,30,109,0,21,0,17286
0,15,53,0,8,0,1477
17860,3170,3140,4,364,6,106092
34806,4519,665,5,39,2,43962
59,3844,54,0,127,0,22757
21500,845,1340,3,9,0,7640
43287,236,167,3,30,0,90686
17215,2436,691,3,7,0,14676
223,2043,1451,0,20,0,102043
9386,233,224,1,1,0,8105
8827,13348,13581,0,286,0,34709
96585,12701,972,0,330,0,199562
15239,752,317,2,7,6,36204
45366,717,281,0,38,0,159504
204,9547,8510,0,359,0,32184
40967,3582,167,1,74,1,76649
810,9078,6910,1,1290,0,343203
21013,3149,67,8,23,0,28282
8802,707,1991,0,2,0,2570
143,14,30,2,0,1,703
0,225,60,0,133,0,87846
832,847,1024,0,157,0,24135
24,619,226,0,6,0,17457
59,3844,54,0,127,0,22757
228,714,473,0,191,0,876264
1218,994,1018,0,174,0,28588
14,753,88,0,76,6,7667
43623,4130,3268,4,119,0,62056
16,336,1912,0,6,0,10741
1485,187,143,0,2,0,3914
0,1258,150,0,628,0,1237993
4548,110,67,0,0,0,2196
2739,12160,5188,1,249,1,53624
25178,1528,487,4,8,0,5567
942,1069,998,0,180,0,27840
55,845,741,1,6,0,14082
81110,81,86,8,5,0,12633
576,794,263,0,9,0,55492
4765,166,166,2,7,0,7414
0,6,10,0,7,0,744
1218,994,1018,0,174,0,28588
437,2189,2220,0,360,0,163267
810,9078,6910,0,1290,0,343203
405,570,421,1,2,1,6034
242,672,590,0,228,0,129143
0,103,54,0,169,0,17740
34728,2811,603,12,75,1,16966
317,912,962,0,132,0,21047
853,923,1088,0,181,0,24665
431,231,424,0,36,0,2272
3141,2562,2975,0,425,0,6444
0,126,37,0,144,0,55166
4355,325,359,3,10,0,12021
8592,919,489,3,378,1,316894
3963,707,1834,0,9,0,6845
9,3,11,0,0,0,13
1,836,982,0,3,0,12276
169,521,802,3,3,0,3834
2739,12160,5188,2,249,2,53624
13406,797,763,53,0,0,2694
3810,442,69,0,22,0,87361
20710,301,282,8,5,0,19920
810,9078,6910,0,1290,0,343203
67268,1058,439,1,18,1,24961
40535,4986,907,16,188,0,147662
838,881,1063,0,174,0,24341
8647,186,610,6,4,0,3528
1,16,97,0,3,0,744
1589,2150,1161,0,28,0,4851
59482,909,479,4,22,3,38108
9,9082,9979,2,58,0,568
856,858,1040,0,182,0,24295
123201,2502,448,102,36,16,142623
28,6328,6843,0,144,0,15135
16,7477,77,9,64,1,15835
1620,492,434,1,1,0,2431
12460,537,304,1,3,1,26407
810,9078,6910,0,1290,0,343203
3,56,49,0,16,0,40675
0,282,0,0,112,0,77525
26258,134,88,1,2,0,53735
19103,474,377,8,6,0,12184
16,311,839,0,2,0,36
23867,318,673,7,2,0,39981
810,9078,6910,0,1290,0,343203
869,1030,1048,0,194,0,27977
810,9078,6910,0,1290,0,343203
810,9074,6908,0,1290,0,343168
42,20989,21491,0,284,0,18179
0,56,129,0,8,0,10224
2,1,6,3,0,1,22
1223,1405,656,0,106,0,13860
810,9078,6910,0,1290,0,343203
1,30,109,1,21,0,17286
3409,135,171,0,7,0,5086
981,895,1060,0,159,0,24568
169,785,1061,0,450,0,8135
16684,322,695,1,5,0,90533
16009,117,120,5,4,0,9452
1,325,130,0,163,0,92165
2,89,212,0,25,0,4918
11931,1235,137,1,25,0,69090
11794,348,310,15,14,0,3307
34499,776,343,4,36,0,59612
865,990,974,0,193,0,27491
212,172,149,1,0,1,389
1512,55,44,0,0,0,12405
6519,8397,4861,0,156,0,154639
2093,1215,533,0,2,0,9248
3229,1586,1546,0,182,0,29641
7399,607,107,0,17,0,56820
11056,2922,778,0,10,0,177834
5565,496,2006,11,22,1,20550
7,623,1431,0,17,0,375964
1,140,93,0,270,0,50411
295,668,667,0,7,0,2621
803,305,962,1,1,0,639
5975,1757,772,0,144,0,33345
778,1305,679,1,14,0,40519
14,132,52,0,39,0,38115
810,9078,6910,0,1290,2,343203
36,2866,3147,0,182,0,19039
810,9078,6910,0,1290,0,343203
1510,459,844,0,13,0,3741
8014,2431,1914,0,110,0,245037
693,320,291,2,1,2,2662
810,9078,6910,0,1290,0,343203
34728,2811,603,24,75,4,16966
8129,240,140,2,16,0,4139
2,89,212,0,25,0,4918
1009,2388,3017,0,385,0,313623
2,122,0,0,47,0,24084
204,9547,8510,1,359,0,32184
350,205,268,1,0,0,190
810,9078,6910,0,1290,0,343203
853,923,1088,0,181,0,24672
810,9078,6910,1,1290,1,343203
0,16,4,0,8,0,742
2357,231,191,2,5,1,26294
112666,637,356,1,15,0,134853
2739,12160,5188,0,249,1,53624
810,9078,6910,1,1290,1,343203
853,923,1088,0,181,0,24672
1589,2150,1161,0,28,0,4851
810,9078,6910,1,1290,0,343203
838,881,1063,0,174,0,24341
9054,8831,8722,2,91,1,7505
810,9078,6910,0,1290,0,343203
69578,1138,1568,0,32,0,71273
